龚	垄,詟,龛,陇,巽
蓲	蓎,藞,蒏,冨,葍
藞	蓲,冨,葍,藟
冩	寫,萬,菖,萭
寫	冩,菖
㝢	寫,菫,尃,蓠,冩,萬,萭,童,堇
冪	箒,薫,謇,摹
箒	冪,簘,箏,簠,簤,篑,篢,箽
冮	江,压
江	汢,冮,疰,注
冰	
㲻	冰
冱	沍
冲	凍,沖
沖	谏,冲
况	況
況	况,淣
冸	泮
泮	冸
冹	沷
沷	冹
洌	冽
凃	涂,凎
凎	凃,淦
凅	
㓊	凅,洞
凇	淞
淞	凇
凌	淩
淩	凌
淦	涂,凎
減	滅,减
㓕	減,滅,减
凐	堙
堙	煙,慄,墰,凐
溱	凑
凔	滄
凘	澌
澌	凘,撕
凙	澤,擇,懌,泽
墿	擇,墠,熚,襗,堚,楎,憚,懌,檡,燡,曎,凙,墰,惲,琿
懌	擇,墠,熚,襗,憚,檡,澤,凙,墿,惲
擇	礋,襗,懌,檡,凙,墿,揮
澤	凙,懌,擇
凚	澿
凛	凜,澶,澟
凜	凛
麜	凟,麘,麌,麎,麏,麚,麛,麞,麙,麤,麔,鏖
凢	凣,几
凣	凢
凨	凤,风,凮,凬,凪
凩	凤,凧,风,風,凪
凪	凩,凤,凧,凮,凬,風
㶡	凤,凮,凧,凪
夙	凤,凮,凬,風
凧	凩,凮,凬,風,凪
凬	凧,凮,夙,風,凪
凮	夙,凬,凧,風
風	凬,凮,凧
矶	矾,凪
凰	鳯
鳯	凰
凲	
虱	凲
凴	憑
憑	凴
凵	囗,凹,囚
囗	凵,囚,口,四,因,田,凹
凷	凼,凾,固,囤,回,困
凹	囗,四,曲,皿
岀	出,山,畕
击	峀,缶,由
缶	笛,击
凼	幽,函,囦,国,困
囦	囜,囶,閣,囥,囨,圑,圓,囩,囿,囸,圂,圌,圇,圄,圁,圍,圎,囹,圃,园,囝,園,凼,囧,團,凾,囯,圙,囼,囷,図,囻,圔,囵,囡,圐,圊,団,囲,圀,圉,圜,囫,困,囮
函	凾,凼,囤,困
凾	囨,囷
囨	囜,囶,囥,圑,圓,囩,閛,囿,囸,圂,圌,圇,圁,圍,圎,囹,圃,囝,園,囧,團,凾,囦,囯,圙,囼,囷,囻,圔,閝,囵,囡,圐,圊,圖,団,囲,圀,圉,圜,囫,困,囮
刅	办
刊	刋,利
刋	刊
㓚	刊
㺫	刊
刐	刖,刵,剘
刖	刐,刵
刵	刖,刐,剘
㓝	刑
划	刬
刬	划
刓	
刔	刾
刾	刔
刪	晌,閬,剛,刚,閲,晍,闁,閪,晪,删,晭
刷	剧,刪,刚,删
刜	荆
剜	刜
㔈	刜
刞	剖,刽,刯,剘,刟,別,剆
刟	刣,剖,刯,別,刞
別	别,刞,刽
剆	剘,刞,剖
刣	剒,刟
删	剻,测,刪
剻	删
晍	哃,晌,阔,皗,刪,咂,嗩,咽,删,躺,嘳,晭
硎	删
剒	剘,刣
别	別
刧	劫
厕	刪,厠
咂	晍,咽,刪
晭	皗,刪,綢,裯,绸,啁,晍,碉,賙,睭,阛,瞝,咽,婤
㓱	劍,刪
㓦	闸,刮,副
刯	魝
魝	刯
剉	到
刱	剙
剙	刱
刲	
㓤	刲
剘	剆,刵,剒
㓲	剧,刷,剐,剷
奍	券
	奍,券
刹	剎,剁
剎	刺,刹,剁
刺	剎,剠,剌,剁
剁	刺,剎
剌	剦,割,剞,剠,剿,刺,剃
剠	刺,剌
㓣	刽
剞	剌
剦	剿,剌,割
割	剦,剖,剌
剏	
㔙	剏
剛	閐,剐,閵,閘
剮	剐,剬,剛,剔
㓭	剐,剔
㓯	剐
剈	剒
㓠	剒
剭	剻,剔
劋	剽,剔
㓽	剔,劋
剕	
刌	剕
剚	剸,劃
剸	剚,鄟
閐	閙,閒,問,閬,閑,閯,閠,閲,開,閣,閪,聞,間,関,閤,閩,閛,閦,閗,閜,閘,閚,閨,闕,闥,鬧,圁,閊,閕,閰,閳,閉,剛,鬦,闆,閼,闈,圔,閝,閟,閧,閸,悶,閵,閞,閎,閆,閥,閮,閏,閖
閗	閙,閒,問,閯,閑,閠,閲,開,閣,閐,閪,間,関,閤,閩,閛,閦,閴,閜,閍,閘,閚,閂,閨,閕,閰,閳,閉,閱,剛,鬦,圙,闆,閼,閝,閟,閧,閸,鬨,悶,閵,閞,閥,閆,閮,閏,閖
㓮	彫,剮,剬,剛
剝	剥
㓼	剞
剡	
郯	剡
剷	剧,剫
劁	剧
㓹	剧,剫
剨	劃
劃	劓,剨
㓺	剨
剫	剷
剬	剮
剳	劄
劄	剳
創	
鄟	鄿,鄪,鄷,鄾,剸
㔊	劓,剸,劃
剹	剼
剼	剹
剺	犛
犛	孷,漦,剺
䣙	剻
㔀	剽
㔄	剽
剿	鄛
勦	剿
劓	劃
㓷	劋
劍	
劎	劒
劒	劎,劔
劐	
㔍	劐
劔	劒
劚	圖
圖	圕,闄,圓,閶,國,闞,鬮,圌,闣,圚,圇,圄,圁,圎,闘,闎,圃,闏,圗,團,閺,闦,劚,圙,闡,圔,圐,圊,圏
劤	劥
劥	劰,劤,勆
劰	劥
劦	
刕	劦
劧	
㔓	劧
帑	努
劮	劷,劫
劭	
㔚	劭
劷	劮
㽖	劰
劸	劼
劻	勧,国
勧	劻
勂	勏,劼
勀	勅
勅	勑,勀
勍	勅
勑	勅
勆	
㓪	舠,勆
勇	恿
恿	勇
勏	
動	勤
勗	朂
朂	勗
勝	腾,謄,鰧,塍,媵,膡,賸
塍	謄,滕,鰧,媵,勝
媵	謄,滕,鰧,塍,勝
腾	謄,胯,螣,鰧,塍,媵,勝,膡,賸,幐
滕	榺,謄,螣,鰧,塍,媵,勝
縢	謄,鰧,塍,媵,勝,賸
螣	榺,滕,謄,鰧,塍,媵,勝,膡,賸,幐
謄	滕,鰧,塍,媵,勝
賸	腾,滕,謄,螣,膭,塍,鰧,媵,勝,膡,幐
鰧	謄,滕,塍,黱,媵,勝
勞	
	勞,焭,嵤,熒
臰	暮,募,譶
葛	暮,募,蔼,蓽,薥,謩
蓽	暮,募,謩,篳,臯
勣	勩
勩	勣
勚	勩
勮	
㔧	勮
勳	蘍
蘍	勳
勹	勺,匀
匑	匔
匔	匑
匒	訇
訇	匒
匘	
惱	堖,瑙,匘
瑙	堖,惱,匘
匙	
㓳	匙
匚	巳,叵,巴,巨,已,区,匸
匸	巳,叵,巴,已,巨,匚,区
匞	匟,匤,匧,匩
匟	匤,匧,匞,匩
匤	匱,匧,匞
匧	匱,匟,匤
匡	苠,届,茞
匣	蔮,庫,厙,厘
匝	匣,医
厘	痹,峊,雇,庫,盾,厙,厡,原,眉,匣
匩	匯,匰
匰	匷,匩
匬	匼,匳
匳	匶,匬
匼	匲,匬
匯	匵
匨	匱,匯,匴
匱	匵,匴,圕,圚,轟
匥	匱,匼,區
匴	匱,隀,圚
圕	闑,圓,閶,圝,闔,闅,闃,闉,闞,圚,闥,闏,闎,闇,闟,團,閺,闡,闒,闈,闠,圖,匱
圚	圗,闉,闏,闑,圊,匱,圖,團,閺,圕,圓,圝,闒,闔,闡,闈,闎,圃,闃
匲	匵,匼
隀	匴,隕,喠
匵	匶,圛,闐,閶,闅
匫	匵
匶	匵,薑,霻,靊,闠
閶	闍,闑,闂,闛,圕,闄,圓,闔,闅,鬭,闃,闚,闉,闞,闀,閿,闧,闣,閨,圚,闊,闕,闥,圎,闘,闢,闎,闏,閱,闇,闟,團,閺,闦,闗,關,闡,闒,闈,闙,闠,闝,圊,匵,圖,闐,闁,闋,閵,闤,閽,鬬,閮
闅	闍,闑,闂,闛,閣,圕,闄,圓,閶,闔,閴,闃,闚,闉,闞,闀,閿,闧,闣,閨,闓,闊,闕,闥,闢,閳,闎,闏,闇,闟,團,閺,闦,闗,關,闡,闒,闈,闙,闠,闝,匵,闐,闁,閸,闋,閵,闤,閮
霾	匵,霩,靃,靈
䦤	闍,闑,闂,闛,闄,閶,闔,闅,鬭,闃,闚,闉,闞,闀,閿,闧,闣,闓,闊,闕,闥,闘,闢,闎,闏,圗,閱,闇,闟,團,閺,闦,闗,關,闡,闒,闈,闙,闠,闝,圖,匵,闐,闁,闋,闤,鬬
䦨	闍,闑,闂,闛,圕,闄,圓,閶,闔,闅,闃,闚,闉,闞,闀,閿,闧,圛,闣,閨,闓,圚,闊,闕,闥,闘,闢,閳,闎,圃,圞,闏,閱,闇,闟,團,閈,閺,闦,闗,關,闡,闒,闈,闙,闠,闝,圊,匵,圖,闐,闁,闋,閵,闤
䦲	闍,闑,闂,闛,圕,闄,圓,閶,闔,闅,闃,闚,闉,闞,闀,閿,闧,闣,閨,闓,圚,闊,闕,闥,闢,閳,闎,闏,闇,闟,閺,闦,闗,關,闡,闒,闈,闙,闠,闝,匵,闐,闁,閸,闋,閵,闤,閮
匽	匶
薑	蠆,曐,羃,畺,匶,靐,霻,轟,靊,躉,靈,屭
閨	閙,閑,闂,閠,闛,閣,閐,閪,関,閶,闄,闔,閤,閩,閛,闅,閴,闚,闉,闞,鬮,閿,闧,鬫,圛,闣,閚,闊,闕,閫,闥,閳,闎,闏,閱,闟,闗,鬪,闈,闙,闠,闌,閝,闝,閟,匶,閧,閸,闐,闖,闋,閵,閞,閥,闤,閮,閖,鬩
閮	閒,閯,閠,闛,閣,閐,閪,閶,闄,闔,閤,閩,閛,闅,閦,閴,闚,闉,鬮,鬫,闧,圛,闣,閨,閚,闊,闕,闥,闢,閳,闎,闏,閱,闟,關,鬪,闈,闙,闠,闝,閟,匶,閧,閸,闐,閵,闤,閥,閖,鬩
閵	閙,閒,闑,閠,闛,圕,閣,閐,閪,閶,闄,闔,閤,閩,閛,闅,閦,閴,閜,闃,闚,闉,闞,鬮,鬫,闧,闣,閘,閨,闕,圄,闥,閳,闎,闏,閱,闟,閺,關,闡,鬪,闈,闙,闠,闝,閟,匶,闐,閸,闋,闤,閥,閮
閸	閒,闂,閠,闛,閣,閐,閪,閶,闄,闔,閤,閩,闅,閦,閴,閗,闚,鬭,闉,闞,鬮,鬫,闧,閨,閚,闊,闓,闕,闥,闢,閳,闎,闏,閱,闟,闗,關,鬪,閼,闈,闙,闠,闝,匶,闁,闐,閵,闤,閥,閮,鬩
隁	愝,匶,陿,褗
霻	聾,匶,霤,薑,靊,霳,靇,霫
㔴	匽,匶
䦣	闂,闛,開,閣,閐,閪,関,閶,闄,闔,閤,閩,闅,閦,閴,閗,闞,鬮,閿,闧,鬫,圛,闣,閨,閚,闊,闕,閫,闥,閳,闎,闏,閱,闟,闦,闗,關,鬪,闈,闙,闠,閝,闝,閟,閻,匶,閧,閸,闁,闐,闋,閵,閞,閥,闤,閭,閮,閖,鬩
匷	
䨮	罿,靁,霬,匷,靂,霵,靋,鼂,鼌,蠱,醫
四	匹,西,困
医	
㔵	匽
匿	
壷	匿,荁,壺,盲,章,直,壶
區	
壬	玉,千,茥,卍,玊,工,干,王,田
升	开,旰
卍	玉,壬,玊,田,王
玉	茥,壬,卍,玊,巫,工,卐,干,王,田
卐	玉,玊,田,王
夲	卒,夵
草	蒪,聿,車,葸,阜,荲,荤,卓,革,蒽
車	蒪,聿,審,阜,葸,奉,東,草,荲,卓,革
阜	蒪,聿,車,荲,草,卓,革
单	巣
巣	巢,单
単	
卛	戀
戀	灓,卛,巒
卣	酉,卤,笝,苬,茴,卥
卤	筃,卣,囟,苬,茴,卥
卥	茴,苬,卤,卣
笝	筃,箇,筒,卣,筪,苬,茴
苬	茵,筃,酉,苜,卣,莔,卤,笝,茴,卥
茴	筃,酉,苜,苣,卣,莔,卤,靣,面,笝,苬,卥
靣	同,箇,固,卣,面,茴
㔽	筃,酉,卣,卤,靣,面,笝,苬,茴,卥
筃	茵,酉,箇,笢,卤,笝,苬,茴
囟	囱,卤
卨	萵
萵	蔐,卨,窩,髙
卩	
卬	卯,卭,印
卭	卬
印	卬
卯	卬,茆,卵,戼
卮	厄
㦾	卮
厄	叵,卮
卵	卯
卲	邵
邵	郚,卲,郥,郃,邰,郘
卹	
䘏	卹
卻	郤
郤	卻,郋
卽	
䚯	卽
卿	啷,嫏,唧,鄉,楖,郷
唧	喞,啷,哪,揤,楖,鄳,卿
啷	喞,嫏,唧,榔,鄉,卿,喐
嫏	啷,瑯,榔,鄉,卿
楖	唧,榔,棚,揤,栅,卿
郷	卿,鄕,鄊,鄉
鄉	啷,嫏,榔,郷,卿,鄕
厀	
䣛	厀,郣
叵	巨,厄
厅	厐,厈
厈	厅
伍	历
厊	庌
庌	厊
㕃	厊,戽
压	圧
圧	压
厍	厗,库
厗	厍
库	厍,庠
厎	底
厏	
㡸	厏
厐	庬
厑	庛
庛	厑,庣
厓	産,厔,庢
厔	厓,庢,蓙,産
庢	厓,厔,産
産	厓,厔,庢
㕅	厓,厔,厙,帍,産
㾏	厓,浬,産
厠	阃,厕
厙	厘,雇,盾,庫,厡,原,眉
厚	愿,厘
厡	厘,庫,厙,原,眉
尾	眉,厘,雇
局	厘,雇,盾,庫,眉
峊	厘,庫,盾,星,厙,畠,帛,眉
庫	厘,雇,盾,厙,厡,庹,原,眉
盾	貭,厘,雇,庫,厙,眉
雇	蔍,厘,盾,庫,眉,厙,湦
㕊	蔍,厘,雇,盾,庫,厙,厡,眉
㢑	雇,庫,厙,厘
湦	湻,温,湿,厙,湡,雇,溫
㾝	痹,癠,痩,庫,痕,厙,雇
䓰	蔍,峊,蕐,塟,壺,星,章,厙,壷,畱,荁
厝	庴,蜃,曆
庴	庯,厝,暦,廇
暦	庴,厝,磨,曆
㞕	屠,屑,厝
厧	蔰,廩,厪,廪,癛
厪	蔰,薼,廩,厧,廪
庳	痺,廩,廆,厧,廪
廩	厧,厪,癝,廪,癛
廪	廩,厧,膭,厪,癝,庳
癛	癔,廩,厧,癘,癝,瘽,癦
癝	癔,廩,厧,癦,癘,瘰,廪,癛
蔰	扈,薼,厧,厪,蔁
農	豊,厧
厨	廚
㕏	厨
薼	蔰,厪,薦,蘪
厫	廒
廒	厫
厬	廛
廛	麘,厬,賡
廝	厮
厰	廠
廠	厰
厱	
㢛	厱
㿌	瘉,厱
厲	鳫
鳫	厲
厴	檿,魘
檿	壓,厴
魘	饜,靨,厴,黶
去	
县	
叀	叓,東
叓	叟,叀,東,耍,薁,惠
東	柬,叓,惠,叀
叅	
㕘	叅
叆	嗳,暧,瑷
暧	喛,曖,暖,叆,噯,嗳
瑷	瑗,暧,叆
叇	曃
曃	叇
収	叹
叹	収
发	犮,钹
犮	发
叟	叓,臾
薁	叓,奠,奧
㕝	菨,叓,叟,真
㝕	叓,叜,寍
叜	
畀	叟
臾	叟
叠	量
量	呈,蕈,鞌,橐,晕,輩,梟,翬,重,叠
叡	
㕡	叡
㕢	叡
叢	
害	叢,官,荅,昚,宫,宦,杳
旫	明,叨
叩	吅,耼,聑
吅	眀,叩,明,聑
叽	叭,昅,吭,竌
旴	盯,貯,盱,吁,旪,肝,叮,盰,旰
吖	吇,叶
旪	旴,畔,叶
䦹	旪,阡,叶
叻	
玏	叻
㫑	旳,糼,叻
听	斫,昕,叽
竌	叽
㕨	吭,叽
叿	呸,呯
㕵	吇,吀,旺,叿,旰
吀	阡,盱,吇,吁,旺,盰,旰
吇	盱,吁,吀,好,旰,盰,吖
盰	盯,阡,盱,吇,吀,旴,吁,旺,肝,矸,盽,旰
䀒	盯,阡,盱,吇,吀,旴,吁,肝,盽,盰,旰
旰	阡,盱,吇,旴,吁,旺,肝,矸,盰
吿	告,苦,宙,吂,吉
㠵	宔,吂
吝	各
明	眀,吅,跀
䀠	吅,明,跀
㕻	吉
吊	弔
弔	甲,吊,弚,帀
吋	时,肘
吏	
㐪	吏
吔	弛,阤,訑
阤	弛,吔
呂	吕
吘	旿
旿	吘
吙	炚,映,咉,阦
咉	映,眏,唊,吙
炚	眣,阦,昳,吙
阦	炚,映,陕,吙
吞	呑,昋
呑	莕,吞
昋	吞
呤	吟,阾,呛,昑,皊,昤,吵
昑	吟,晫,呤,映,昤,皊
昤	吟,呤,皊,昑
皊	吟,呤,昤
吠	呔
㕥	呔,队,吠
吡	唯
盃	昷,否
吨	唵,旽,哺,唻,唾
唵	喹,硽,裺,哺,腌,晻,吨,殗,唾
旽	晫,睞,睫,吨,盹,映,昧
㹠	独,吨,忳
吪	吽,杹,訛
吽	吪,哞
杹	吪,訛
訛	吪
砊	吭
阬	吭
吮	阭
阭	阢,吮
启	店
店	启,痁
吱	咬
吲	纼
纼	吲
吳	吴
矣	吴,吳
㚖	奌,狊,奐,果,昊,吳,矣,吴
㢧	吳
昗	旲,吴
眇	砂,吵
吶	呐
昅	吸,昄
吻	昒
昒	吻,眴
䀛	吻,昒
犼	吼,猅
哞	吽,唕
罟	罜,吾,罢
呁	昀,盷
昀	旳,呁,眴,盷,昫
盷	眗,呁,昀
呄	虿
虿	呄,輦
呅	旼,盿
旼	昳,呅,映,盿,收
盿	旼,呅
呈	荃,茥,堑,量,层,荎,里,臿
茥	莝,呈,荃,苣,量,菪,茦,荎,里,莁,臿
㸒	莝,呈,垂
䒷	呈,茥,苕,苣,萏,莟,菪,舍,苢
呋	昳
㫙	眣,炚,昳,呋,旼,眹
呌	阧
䀞	呌,阧
呍	眃
眃	盶,呍
呏	竔,阩
竔	呏,阩,枡,抍
莕	呑
㕿	莕,呑
呓	
吃	呓
呔	咪
眍	眠,眶,呕,眮
呗	暊,昍,唄
呵	师,呗,阿,唾
呷	咽,呗,钾
唄	呗,陨
唢	呗
昍	阳,咟,唄,昭,暊,昛,呗
暊	晴,嗔,嗩,碩,瞋,聙,頄,須,呗,陣
䧃	阳,阺,阉,陗,呗,細
苪	荋,呙
呜	鸣,唱
呝	唳
唳	呝
㧖	呝,据
呞	唈
咰	呴,眴,昫,呞
唈	哯,呞
呟	眩,昡
咗	呟
昡	呟,眩
呡	珉,氓
垊	抿,呡,氓,珉
珉	垊,抿,呡,怋
䇇	姄,呡,氓,珉
呢	昵,嘬
怩	坭,柅,呢
呣	牳
咡	呣
牳	呣,栂
阾	呤
呥	呭,袡
哠	晧,呥
袡	抩,柟,呥,袣
呦	袎,眑
眑	詏,呦
袎	呦
呧	怟,祗,牴,弤,詆,阺,秪,眡
弤	怟,呧,牴,阺,眡
牴	怟,祗,呧,弤,秪,眡
眡	呧,牴,弤,眠,砥,紙,阺,胝
詆	怟,祗,呧,秪,眡
阺	呧,阰,眡
㫝	眂,貾,呧,眡
扃	周,庯
扄	周,扂
呪	眖,炾,唲
唲	呪,晛,晲,晩,睨
呫	呿,咶,牯,阽,咕
呿	阹,咕,呫,昳
咕	呿,晧,姑,胋,呫,咱,唁,跕,昁,昳,牯,阽,脑,陆,跍,暗
阽	胋,咕,呫,阹
㕷	阳,咟,妯,呫,咱,唁,昍,咕
䀡	眣,胋,呫,睛,跕,阽,咕,跍
呬	牭,怬,哂,唖,驷,喕,晒,訵,柶,絤,粞
唖	哂,啞,呬,喕
怬	栖,牭,恇,呬,恓,訵,柶,絤,粞
牭	栖,呬,怬,牺,訵,柶,絤
訵	訩,呬
㕳	咽,呬
呭	袣,玴,詍,怈,紲,绁
哏	嗗,唄,哴,垠,呭,限,狠,裉
哴	哏,呭
玴	袣,枻,抴,呭,怈,紲,绁
绁	袣,枻,玴,呭,鉪,怈,紲
袣	枻,玴,抴,呭,怈,紲,绁
詍	詂,朑,呭,鉪
䄁	袣,枻,玴,抴,呭,怈,紲,绁
呯	
呱	孤
坬	狐,孤,呱
呲	玼
玼	呲
㧗	玼,捵,呲
咩	味
咪	眯,味,眜,睞,昩,陎,唻,昧
唻	咪,味,棶,睞,哺,猍,婡,睐,昧
妹	怽,姝,味,妺,眜,姊,婡,昩,祙,枺
昧	眯,咪,味,眜,旽,睞,眛,昩,陎,唻
昩	咪,味,眜,睞,眛,陎,眯,昧
眛	絑,眒,味,眜,睞,昩,眝,咮,眯,陎,昧
眜	咪,味,睞,眛,昩,陎,眯,昧
陎	咪,味,眜,昩,昧,阥
呴	咰,岣,訽,朐,眴,昫,玽
昫	訽,朐,昀,旳,昒,呴,眴
㫬	詢,咰,銁,狥,絢,呴,眴,昫,峋
阿	陃,陌,呵,阻,陗
呶	
詉	呶
钾	钿,呷,玾,押,柙
䘥	楰,呷,玾,押,袒,衶,钾,柙
呸	
呹	咲,昳
咲	咉,呹
昳	呿,眣,呹,咕,映,旼
珅	呻,砷
呾	咀
阹	呿
㫢	呿,阹,昳
殂	租,咀,祖,阻,狙,怚
咁	玵,绀
坩	拑,咁,绀,柑,玵
绀	粓,拑,咁,鉗,柑,坩
㤌	拑,咁,绀,柑,玵,坩
昢	晧,咄,睉
绌	炪,饳,絀,紬,袦,细,昢,咄,綑,柮
狍	狗,玸,狥,孢,咆
咈	炥,昲,紼,胇,砩
昲	咈,炥,晪,紼,胇,砩
炥	咈,鉘,柫,昲,胇
砩	胇,咈,炥,昲
紼	咈,绋,昲
䀟	睓,咈,昲
唊	咉,狹
眏	昳,映,咉,胦
䀹	映,咉,唊
咋	昨,阼,咔
咔	咋
阼	昨,咋
咍	眙
眙	眧,咍,胎
咎	昝
昝	咎
昹	脉,眿,咏,阥
眿	脉,昹,咏,阥
咱	唁,咕,睢,昍
唁	咕,唶,暗,咱
狜	秙,狛,轱,牯,狤,咕
胋	脂,脴,阽,咕,胉
陆	咕,陈
㚲	姑,妯,站,咕,枯
䀦	眣,睛,跕,阽,咕,跍
咖	
㚳	跏,枷,咖,拁
咘	
㘵	柨,抪,咘
咙	垅,陇,珑
垅	咙,栊,珑
珑	咙,栊,垅,陇
咟	絔,咶,銆,粨,暊,竡,昍,昛
昛	咟,眶,陌,睉,距,阻,昍,昞,咯,暗,眰
竡	蛨,咟
粨	咟,絔,栢,蛨,銆
絔	咟,絬,栢,銆,粨,細
銆	咟,絔,鉬,栢,蛨,鈤,銷,粨,鉅,鈿,鍣,鉕,錥
咠	
䇯	咠,耸
咢	
㖐	咢
咣	晄,胱,咪
晄	胱,咣
咤	
㕰	咤
咥	晊,绖,眰
垤	桎,咥,绖,秷,恎
晊	绖,咥,眰
眰	咥,睉,絰,晊,昛
绖	桎,咥,垤,晊,恎,秷,絰,眰
唎	琍,咧,啝,悧,猁
啘	晼,咧
挒	栵,捯,咧
栵	挒,咧
㤡	挒,栵,悧,咧
盗	盜,咨
㕩	眻,咩
睞	眯,咪,眜,旽,猍,婡,昩,唻,昧
㕸	咬
咭	喵,哇,唯,啱
啱	咭
喵	咭,唯
咮	陎,眛,姝
䀩	骆,鉻,賠,賂,絡,睰,咯,眳
䀰	睰,硲,咯
䧄	晗,咯,陷
咴	烣
烣	咴
咵	陓
陓	咵
咶	昞
䀨	咶
咷	眺
咺	晅,絙
吧	咽,哐
哐	喢,咽,晅,眶
唱	嗚,陹,喈,咽,鸣,睻,睧,喘
喕	媔,緬,唖,腼,咽,糆
睏	瞆,硱,焑,睭,咽,綑
硱	睏,咽,綑,焑
㖥	啯,睸,喵,碅,圌,咽,腘
㖧	唱,陹,階,喈,咽,喒,哈,睧,睻
咿	哬
哬	嗬,咿
衮	哀
拪	栖,怬,哂,恓,徆,晒,柶,絤,粞
哃	晍
哅	
㕼	哅
眵	哆
䇋	哆,姼
晆	晧,跬,暚,睉,陮,晊,娃,哇
㖉	哈,喹
哊	賄,睄,陏
賄	哊
陏	陗,哊
䀯	睄,陠,旽,哺,補,陗,喃,脯,哊,誧,晡
哌	眽
眽	哌
哑	啞
啞	掗,哑,唖
哓	娆,晓
娆	哓,桡,晓
晓	哓,娆
铙	挠,哓,桡,饶
哔	陛,哗,晔
哗	晔,哔
晔	哗,哔
唕	哞
晧	睰,硈,哠,睉,晆,晗,睎,昢,眳
䧊	晧,哠,陮
員	寊,貢,貣,買
貢	員,罯,疍,貣
貣	員,寊,貢
哢	
㛞	哢
哤	昽,娏,狵
娏	昽,哤
昽	眬,哤
㤶	哤
䓫	哥,蕡
弰	哨,睄,绡,稍,陗,焇
绡	梢,弰,悄,綃,哨,销,睄,稍,陗,诮,焇
陗	弰,眮,踊,陃,綃,哨,睄,陠,稍,陏,昞
哩	梩,悝,瞍,狸,埋,裡,陲,娌
娌	哩,狸,捚,媤,貍
裡	梩,哩,悝,捚,锂,粴,貍,禋
锂	梩,哩,悝,埋,捚,锶,裡,锞,粴
㖏	哩
哫	
哻	哫,猂,皔,晘,暒,睲
哮	啫
啫	緒,暏,喑,睹,諸,陼,唶,哮,锗,楮
哯	垷,晛,唈
垷	哯,挸,現
䧋	阨,睊,哯,限,睍,陣
哱	饽
㫲	哱
晢	哲
㫰	朖,哴
哵	
㭭	哵,捌
哸	
哷	哸
哹	脬
脬	哹
㟊	鋢,蜉,綒,哹,粰
喃	暔,瞒,諵,陠,婻,哺,瞞,晡
喑	啫,暏,哺,陼,唶,睹
嗤	喹,哺,晘,媸,嘖,唾
晡	暔,烳,陠,哺,晻,铺
烳	埇,哺,補,焇,铺,晡
陠	哺,陗,誧,喃,晡
㗌	哺
噖	哻
晘	哻,焊,皔,晹,睼,瞁,喅,瞘,喁,睅,嗝,暻,暒,隅,暍,睲,嗤
猂	哻,稈,皔,猩,晘,獁
皔	哻,睅,晘,暒,睲
哽	陳,埂,暊,綆,绠,唾
唾	棰,哽,埵,缍,喠,陲
埂	哽,堜,梗,捙,挭,稉,绠,粳
挭	撗,哽,埬,埂,捙,綆,梗,稉,绠,粳
綆	哽,練,梗,稉,绠,粳
绠	哽,埂,梗,綆,挭,稉,粳
陳	哽,隗,暕,陣,隟
㖀	喤,哽,啅,唪,暤,嗥,曈
㹴	哽,埂,梗,挭,稉,绠
哾	説
説	詵,綐,哾
唀	锈,誘,綉
綉	銹,锈,唀
誘	銹,锈,唀
唶	啫,暏,喑,唁,晿
唂	
䧍	唂,陹
珼	唄,垻,珢,梖,琾
䟺	圗,跟,鋇,唄,團,圖
唅	晗
晗	晧,唅
睃	睖,唆,陖
㛕	唈
狹	狄,唊,狭
唋	唫,狳,除
哚	唋
唫	捦,唋,琻
狳	唋,稌
㖠	唋
唌	梴,噰,誕,娫,挻,烻
噰	唌,臃
娫	唌,挻,烻,梴
挻	梴,誕,娫,唌,狿,烻,硟
梴	誕,娫,唌,狿,挻,烻,梃,硟
烻	梴,誕,娫,唌,烶,挻,硟
狿	唌,挻,梴
硟	梴,娫,唌,挻,烻
誕	唌,挻,烻
䀽	唌,硟
䘰	梴,誕,娫,唌,挻,铤,烻,硟,綎
唍	院,晥,皖,睆
皖	綄,晥,唍,烷
院	晥,唍,睆
啝	唎
娳	梸,唎
悧	琍,猁,梸,唎
梸	琍,娳,悧,唎
猁	琍,悧,唎
唏	狶,晞,睎
晞	唏,烯,睎
狶	稀,悕,唏,睎
睎	晞,唏,睰
㛓	唏,桸,烯,睎
庚	庾,唐
㢂	庚,唐
唑	挫
㭫	挫,棟,枻,極,桂,楝,唑
唒	嘪,綇
㖇	唒,胹,陑
㬐	唒,嘪,瑨,榗,縉
䧈	唒,陑
唓	暊,陣,啅
啅	焯,喤,隟,晫,嗚,唓,绰,瞋,婥,陣,啍,曈
竨	唓
陣	晫,陳,唓,暊,硨
㖦	煉,媡,瞣,唓
㗆	緙,煂,唓
唔	珸,嗒,焐,晤
嗒	唔
焐	铻,捂,珸,晤,梧,唔
㖣	喧,殕,嗒,陪,唔
㹳	梧,唔,铻,牾
唗	陡
唙	啾
梑	唙
唚	
祲	锓,唚,埐,梫
唜	唟
唟	巼,唜,靠
㖛	巼,唜,唟
㖝	唜,唟
唞	啦
啦	唞
巼	唟,喸
莻	唟
喞	鄳,唧
揤	楖,唧,樃
唩	啛,捼,嘜
㹻	捼,唩
唪	嗪,噇
嗪	睶,唪,暙,嫀,獉
㖺	椿,唪,睶,嗪,暙,堾,瑃,媋
捦	琻,捈,唫,拾,惍,捡
琻	捦,珨,唫,惍
唬	
㖸	唬
唭	娸
娸	唭,褀
